id,No,No2,登録番号,社名,代表者名1,本店支店,住所,URL,免許証番号,法人個人の別,免許の有効期間,最初の免許年月日,称号・名称,代表者名2,電話番号,加入している協会,資本金,業種1,業種2,業種3,業種4,事務所名称,事務所の区分,設置年月日,所在地,TEL
152806,1065,沖縄県,(02)第004420号,有限会社沖縄新波商事,新垣　良博,本店,沖縄県浦添市伊祖三丁目９番６号　コーポ香１０２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004420,沖縄県知事免許　(02)第004420号,法人,H30年10月31日からR05年10月30日まで,H25年10月30日,有限会社沖縄新波商事,新垣　良博,098-927-1136,（公社）全国宅地建物取引業保証協会,"9,800千円",兼業なし,,,,本店,主,10/30/2013,"〒901-2132
沖縄県浦添市伊祖三丁目９番６号　コーポ香１０２",098-927-1136
152807,1066,沖縄県,(02)第004422号,株式会社ＴＳＵＨＡＫＯ　ＯＦＦＩＣＥ２１,津波古　勝美,本店,沖縄県宜野湾市宜野湾一丁目８番９号　アネックスビル３Ｆ,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004422,沖縄県知事免許　(02)第004422号,法人,H30年11月15日からR05年11月14日まで,H25年11月14日,株式会社ＴＳＵＨＡＫＯ　ＯＦＦＩＣＥ２１,津波古　勝美,098-892-8123,（公社）全国宅地建物取引業保証協会,"6,000千円",不動産管理業,不動産賃貸業,その他,,本店,主,11/14/2013,"〒901-2211
沖縄県宜野湾市宜野湾一丁目８番９号　アネックスビル３Ｆ",098-892-8123
152808,1067,沖縄県,(02)第004424号,ニライカナイ・アセッツ・コンサルティング株式会社,髙平　光一,本店,沖縄県那覇市長田二丁目３４－１５　サンライズ長田１０５号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004424,沖縄県知事免許　(02)第004424号,法人,H30年11月16日からR05年11月15日まで,H25年11月15日,ニライカナイ・アセッツ・コンサルティング株式会社,髙平　光一,098-836-3005,（公社）全国宅地建物取引業保証協会,300千円,その他,,,,本店,主,11/15/2013,"〒902-0077
沖縄県那覇市長田二丁目３４－１５　サンライズ長田１０５号",098-836-3005
152809,1068,沖縄県,(02)第004425号,有限会社フロンティア都市開発,比嘉　豊,本店,沖縄県浦添市内間四丁目２６番１１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004425,沖縄県知事免許　(02)第004425号,法人,H30年11月19日からR05年11月18日まで,H25年11月18日,有限会社フロンティア都市開発,比嘉　豊,098-873-1738,（公社）全国宅地建物取引業保証協会,"5,000千円",建設業,その他,,,本店,主,11/18/2013,"〒901-2121
沖縄県浦添市内間四丁目２６番１１号",098-873-1738
152810,1069,沖縄県,(02)第004428号,沖縄不動産ＧОＩＮＧ株式会社,渡慶次　剛,本店,沖縄県宜野湾市宜野湾一丁目９番２９号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004428,沖縄県知事免許　(02)第004428号,法人,H30年12月14日からR05年12月13日まで,H25年12月13日,沖縄不動産ＧОＩＮＧ株式会社,渡慶次　剛,098-988-8587,（公社）全国宅地建物取引業保証協会,"10,000千円",不動産賃貸業,不動産管理業,,,本店,主,12/13/2013,"〒901-2211
沖縄県宜野湾市宜野湾一丁目９番２９号",098-988-8587
152811,1070,沖縄県,(02)第004429号,株式会社　オクト管理,渡久地　政彦,本店,沖縄県那覇市松山二丁目１２番１６号　モアハウス１Ｆ,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004429,沖縄県知事免許　(02)第004429号,法人,H30年12月14日からR05年12月13日まで,H25年12月13日,株式会社オクト管理,渡久地　政彦,098-868-0910,（公社）全国宅地建物取引業保証協会,"2,000千円",金融･保険業,不動産管理業,,,本店,主,12/13/2013,"〒900-0032
沖縄県那覇市松山二丁目１２番１６号　モアハウス１Ｆ",098-868-0910
152812,1071,沖縄県,(02)第004430号,不動産屋１１０番株式会社,山本　伊勢子,本店,沖縄県石垣市字登野城５１３番地,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004430,沖縄県知事免許　(02)第004430号,法人,H30年12月20日からR05年12月19日まで,H25年12月19日,福笑株式会社,福本　仁一,0980-83-8311,（公社）全国宅地建物取引業保証協会,"1,500千円",兼業なし,,,,本店,主,12/19/2013,"〒907-0022
沖縄県石垣市字大川１１３４番１",0980-83-8311
152813,1072,沖縄県,(02)第004432号,株式会社德松産業,德松　安則,とくとくハウス,沖縄県糸満市字潮平６３０番地３　１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004432,沖縄県知事免許　(02)第004432号,法人,H31年01月15日からR06年01月14日まで,H26年01月14日,株式会社德松産業,德松　安則,098-851-3291,（公社）全国宅地建物取引業保証協会,"1,000千円",兼業なし,,,,とくとくハウス,主,1/14/2014,"〒901-0302
沖縄県糸満市字潮平６３０番地３　１階",098-851-3291
152814,1073,沖縄県,(02)第004432号,株式会社德松産業,德松　安則,とくとくハウス那覇店,沖縄県那覇市前島２丁目１５番３３号１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004432,沖縄県知事免許　(02)第004432号,法人,H31年01月15日からR06年01月14日まで,H26年01月14日,株式会社德松産業,德松　安則,098-851-3291,（公社）全国宅地建物取引業保証協会,"1,000千円",兼業なし,,,,とくとくハウス,主,1/14/2014,"〒901-0302
沖縄県糸満市字潮平６３０番地３　１階",098-851-3291
152815,1074,沖縄県,(02)第004433号,株式会社すまいる住宅管理,玉城　勇進,本店,沖縄県那覇市寄一丁目３３番９号　コーポ金城１０１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004433,沖縄県知事免許　(02)第004433号,法人,H31年01月15日からR06年01月14日まで,H26年01月14日,株式会社すまいる住宅管理,玉城　勇進,098-996-1500,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産管理業,,,,本店,主,1/14/2014,"〒902-0064
沖縄県那覇市寄一丁目３３番９号　コーポ金城１０１",098-996-1500
152816,1075,沖縄県,(02)第004435号,名護美ら海不動産株式会社,北西　剛,本店,沖縄県名護市大中三丁目１４番８号　仲兼ビル１０２号室,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004435,沖縄県知事免許　(02)第004435号,法人,H31年01月18日からR06年01月17日まで,H26年01月17日,名護美ら海不動産株式会社,北西　剛,0980-43-5533,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産賃貸業,不動産管理業,,,本店,主,1/17/2014,"〒905-0017
沖縄県名護市大中三丁目１４番８号　仲兼ビル１０２号室",0980-43-5533
152817,1076,沖縄県,(02)第004437号,ニコニコ不動産,宮里　徹,本店,沖縄県浦添市伊祖一丁目４－１５　アネックス稲福３０１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004437,沖縄県知事免許　(02)第004437号,個人,H31年01月25日からR06年01月24日まで,H26年01月24日,ニコニコ不動産,宮里　徹,098-875-5100,（公社）全国宅地建物取引業保証協会,0千円,兼業なし,,,,本店,主,1/24/2014,"〒901-2132
沖縄県浦添市伊祖一丁目４－１５　アネックス稲福３０１号",098-875-5100
152818,1077,沖縄県,(02)第004438号,株式会社西富濱,富濱　宗志,本店,沖縄県宜野湾市志真志一丁目５番１０号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004438,沖縄県知事免許　(02)第004438号,法人,H31年01月25日からR06年01月24日まで,H26年01月24日,株式会社西富濱,富濱　宗志,098-917-1023,（公社）全国宅地建物取引業保証協会,"2,000千円",兼業なし,,,,本店,主,1/24/2014,"〒901-2213
沖縄県宜野湾市志真志一丁目５番１０号",098-917-1023
152819,1078,沖縄県,(02)第004442号,株式会社琉輝,永山　盛和,本店,沖縄県島尻郡与那原町字与那原６１８番地,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004442,沖縄県知事免許　(02)第004442号,法人,H31年02月21日からR06年02月20日まで,H26年02月20日,株式会社琉輝,永山　盛和,098-943-0034,（公社）全国宅地建物取引業保証協会,"5,000千円",建設業,,,,本店,主,2/20/2014,"〒901-1303
沖縄県島尻郡与那原町字与那原６１８番地",098-943-0034
152820,1079,沖縄県,(02)第004444号,合同会社　Ｌｉｆｅ　Ｌａｂｏ,芝田　信作,本店,沖縄県沖縄市久保田一丁目１１番５号１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004444,沖縄県知事免許　(02)第004444号,法人,H31年03月01日からR06年02月29日まで,H26年02月28日,合同会社　Ｌｉｆｅ　Ｌａｂｏ,芝田　信作,098-933-5332,（公社）全国宅地建物取引業保証協会,"3,000千円",不動産管理業,不動産賃貸業,その他,,本店,主,2/28/2014,"〒904-0023
沖縄県沖縄市久保田一丁目１１番５号１階",098-933-5332
152821,1080,沖縄県,(02)第004445号,合同会社福利不動産,幸　英作,本店,沖縄県中頭郡読谷村字古堅７４番地２　Ａ＆ＹマンションＢ２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004445,沖縄県知事免許　(02)第004445号,法人,H31年03月01日からR06年02月29日まで,H26年02月28日,合同会社福利不動産,幸　英作,098-957-0730,（公社）全国宅地建物取引業保証協会,"1,500千円",不動産賃貸業,不動産管理業,,,本店,主,2/28/2014,"〒904-0314
沖縄県中頭郡読谷村字古堅７４番地２　Ａ＆ＹマンションＢ２",098-957-0730
152822,1081,沖縄県,(02)第004448号,株式会社Ｔｅａｃｈ　Ｐｌｕｓ,嶺井　政直,本店,沖縄県那覇市松島一丁目１５番５号　メゾンシュエット１０１号室,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004448,沖縄県知事免許　(02)第004448号,法人,H31年03月01日からR06年02月29日まで,H26年02月28日,株式会社Ｔｅａｃｈ　Ｐｌｕｓ,嶺井　政直,098-882-1001,（公社）全国宅地建物取引業保証協会,"10,000千円",建設業,,,,本店,主,2/28/2014,"〒902-0069
沖縄県那覇市松島一丁目１５番５号　メゾンシュエット１０１号室",098-882-1001
152823,1082,沖縄県,(02)第004450号,株式会社エルミック,赤嶺　栄,本店,沖縄県島尻郡八重瀬町字伊覇１２３番地１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004450,沖縄県知事免許　(02)第004450号,法人,H31年03月08日からR06年03月07日まで,H26年03月07日,株式会社エルミック,赤嶺　栄,098-998-9600,（公社）不動産保証協会,"3,000千円",兼業なし,,,,本店,主,3/7/2014,"〒901-0405
沖縄県島尻郡八重瀬町字伊覇１２３番地１",098-998-9600
152824,1083,沖縄県,(02)第004452号,スウィート・エム　株式会社,目取眞　晃,本店,沖縄県うるま市安慶名一丁目８番５５号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004452,沖縄県知事免許　(02)第004452号,法人,H31年03月15日からR06年03月14日まで,H26年03月14日,スウィート・エム　株式会社,目取眞　晃,098-973-4341,（公社）不動産保証協会,"3,000千円",卸売･小売業、飲食店,,,,本店,主,3/14/2014,"〒904-2214
沖縄県うるま市安慶名一丁目８番５５号",098-973-4341
152825,1084,沖縄県,(02)第004456号,有限会社儀武組,儀武　,本店,沖縄県島尻郡与那原町字板良敷１３９番地の１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004456,沖縄県知事免許　(02)第004456号,法人,H31年03月25日からR06年03月24日まで,H26年03月24日,有限会社儀武組,儀武　,098-945-7498,（公社）全国宅地建物取引業保証協会,"30,000千円",建設業,,,,本店,主,3/24/2014,"〒901-1301
沖縄県島尻郡与那原町字板良敷１３９番地の１",098-945-7498
152826,1085,沖縄県,(02)第004457号,ライフ・ストレージ・マネジメント株式会社,志村　岳人,本店,沖縄県南城市字つきしろ１６７８番地１９６,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004457,沖縄県知事免許　(02)第004457号,法人,H31年03月26日からR06年03月25日まで,H26年03月25日,ライフ・ストレージ・マネジメント株式会社,志村　岳人,098-943-3681,（公社）不動産保証協会,"5,000千円",建設業,,,,本店,主,3/25/2014,"〒901-1407
沖縄県南城市字つきしろ１６７８番地１９６",098-943-3681
152827,1086,沖縄県,(02)第004458号,株式会社タカビル,新垣　徳盛,本店,沖縄県那覇市久茂地三丁目９番１２号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004458,沖縄県知事免許　(02)第004458号,法人,H31年04月12日からR06年04月11日まで,H26年04月11日,株式会社タカビル,新垣　徳盛,098-864-0041,（公社）全国宅地建物取引業保証協会,"10,000千円",不動産賃貸業,不動産管理業,,,本店,主,4/11/2014,"〒900-0015
沖縄県那覇市久茂地三丁目９番１２号",098-864-0041
152828,1087,沖縄県,(02)第004459号,かふう企画,上原　実,本店,沖縄県うるま市赤野１３８１番地,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004459,沖縄県知事免許　(02)第004459号,個人,H31年04月12日からR06年04月11日まで,H26年04月11日,かふう企画,上原　実,098-923-0008,（公社）全国宅地建物取引業保証協会,0千円,不動産賃貸業,,,,本店,主,4/11/2014,"〒904-2212
沖縄県うるま市赤野１３８１番地",098-923-0008
152829,1088,沖縄県,(02)第004461号,Ｅｓｐｅｒａｎｚａ　リアルエステート,仲西　えりか,本店,沖縄県宜野湾市字大謝名１７３番地　１階,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004461,沖縄県知事免許　(02)第004461号,個人,H31年04月23日からR06年04月22日まで,H26年04月22日,Ｅｓｐｅｒａｎｚａ　リアルエステート,仲西　えりか,098-943-5656,（公社）不動産保証協会,0千円,兼業なし,,,,本店,主,4/22/2014,"〒901-2225
沖縄県宜野湾市字大謝名１７３番地　１階",098-943-5656
152830,1089,沖縄県,(02)第004463号,株式会社ＯＤＣ,カットナニ・ディネッシュ・ビシュヌ,本店,沖縄県沖縄市上地一丁目５番１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004463,沖縄県知事免許　(02)第004463号,法人,H31年04月29日からR06年04月28日まで,H26年04月28日,株式会社ＯＤＣ,カットナニ・ディネッシュ・ビシュヌ,098-930-1995,（公社）全国宅地建物取引業保証協会,"2,500千円",不動産賃貸業,その他,,,本店,主,4/28/2014,"〒904-0031
沖縄県沖縄市上地一丁目５番１号",098-930-1995
152831,1090,沖縄県,(02)第004464号,株式会社　ＷＩＬＬ,高田　叔哉,本店（北中城ＩＣ店）,沖縄県中頭郡北中城村字安谷屋２１６２番地,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004464,沖縄県知事免許　(02)第004464号,法人,R元年05月03日からR06年05月02日まで,H26年05月02日,株式会社ＷＩＬＬ,高田　叔哉,098-889-0455,（公社）不動産保証協会,"3,000千円",兼業なし,,,,本店（北中城ＩＣ店）,主,5/2/2014,"〒901-2316
沖縄県中頭郡北中城村字安谷屋２１６２番地",098-889-0455
152832,1091,沖縄県,(02)第004464号,株式会社　ＷＩＬＬ,高田　叔哉,那覇ＩＣ店,沖縄県島尻郡南風原町字新川９８－１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004464,沖縄県知事免許　(02)第004464号,法人,R元年05月03日からR06年05月02日まで,H26年05月02日,株式会社ＷＩＬＬ,高田　叔哉,098-889-0455,（公社）不動産保証協会,"3,000千円",兼業なし,,,,本店（北中城ＩＣ店）,主,5/2/2014,"〒901-2316
沖縄県中頭郡北中城村字安谷屋２１６２番地",098-889-0455
152833,1092,沖縄県,(02)第004465号,北南開発株式会社,渡久地　政豊,本店,沖縄県うるま市石川伊波１２２番地,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004465,沖縄県知事免許　(02)第004465号,法人,R元年05月03日からR06年05月02日まで,H26年05月02日,北南開発株式会社,渡久地　政豊,098-959-1115,（公社）全国宅地建物取引業保証協会,"3,000千円",兼業なし,,,,本店,主,5/2/2014,"〒904-1115
沖縄県うるま市石川伊波１２２番地",098-959-1115
152834,1093,沖縄県,(02)第004466号,株式会社　カンゲンコーポレーション,眞喜屋　實篤,本店,沖縄県名護市東江一丁目３番１９号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004466,沖縄県知事免許　(02)第004466号,法人,R元年05月03日からR06年05月02日まで,H26年05月02日,株式会社　カンゲンコーポレーション,大城　博樹,0980-50-9089,（公社）全国宅地建物取引業保証協会,"50,000千円",不動産賃貸業,金融･保険業,,,本店,主,5/2/2014,"〒905-0021
沖縄県名護市東江一丁目３番１９号",0980-50-9089
152835,1094,沖縄県,(02)第004468号,大地建設株式会社,元吉　裕一,大地建設　株式会社,沖縄県石垣市字新川２３１８番地の１６,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004468,沖縄県知事免許　(02)第004468号,法人,R元年05月15日からR06年05月14日まで,H26年05月14日,大地建設株式会社,元吉　裕一,0980-82-5382,（公社）全国宅地建物取引業保証協会,"10,000千円",建設業,,,,大地建設　株式会社,主,5/14/2014,"〒907-0024
沖縄県石垣市字新川２３１８番地の１６",0980-82-5382
152836,1095,沖縄県,(02)第004469号,有限会社丸栄電気水道工業,砂川　新榮,本店,沖縄県浦添市港川一丁目２５番１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004469,沖縄県知事免許　(02)第004469号,法人,R元年05月21日からR06年05月20日まで,H26年05月20日,有限会社丸栄電気水道工業,砂川　新榮,098-877-8720,（公社）全国宅地建物取引業保証協会,"5,000千円",建設業,,,,本店,主,5/20/2014,"〒901-2134
沖縄県浦添市港川一丁目２５番１号",098-877-8720
152837,1096,沖縄県,(02)第004470号,有限会社住総,比嘉　範,本店,沖縄県うるま市仲一丁目２番１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004470,沖縄県知事免許　(02)第004470号,法人,R元年05月27日からR06年05月26日まで,H26年05月26日,有限会社住総,比嘉　範,098-975-3131,（公社）不動産保証協会,"3,000千円",その他,,,,本店,主,5/26/2014,"〒904-2236
沖縄県うるま市仲一丁目２番１号",098-975-3131
152838,1097,沖縄県,(02)第004471号,スエヨシ企画株式会社,末吉　悟,本店,沖縄県那覇市小禄一丁目１５番２１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004471,沖縄県知事免許　(02)第004471号,法人,R元年05月27日からR06年05月26日まで,H26年05月26日,スエヨシ企画株式会社,末吉　悟,098-987-1883,（公社）全国宅地建物取引業保証協会,"3,000千円",兼業なし,,,,本店,主,5/26/2014,"〒901-0152
沖縄県那覇市小禄一丁目１５番２１号",098-987-1883
152839,1098,沖縄県,(02)第004472号,株式会社ごや,呉屋　笑子,本店,沖縄県糸満市西崎町五丁目１０番地の１２,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004472,沖縄県知事免許　(02)第004472号,法人,R元年05月27日からR06年05月26日まで,H26年05月26日,株式会社ごや,呉屋　笑子,098-992-2725,（公社）全国宅地建物取引業保証協会,"2,500千円",不動産賃貸業,,,,本店,主,5/26/2014,"〒901-0306
沖縄県糸満市西崎町五丁目１０番地の１２",098-992-2725
152840,1099,沖縄県,(02)第004473号,株式会社大樹建設,翁長　盛榮,本店,沖縄県浦添市宮城二丁目３７番８－１０１号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004473,沖縄県知事免許　(02)第004473号,法人,R元年05月31日からR06年05月30日まで,H26年05月30日,株式会社大樹建設,翁長　盛榮,098-875-7069,（公社）全国宅地建物取引業保証協会,"21,000千円",建設業,,,,本店,主,5/30/2014,"〒901-2126
沖縄県浦添市宮城二丁目３７番８－１０１号",098-875-7069
152841,1100,沖縄県,(02)第004474号,株式会社　めぐみ企画,比嘉　栄吉,本店,沖縄県中頭郡北中城村字島袋１１１番地３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004474,沖縄県知事免許　(02)第004474号,法人,R元年06月03日からR06年06月02日まで,H26年06月02日,株式会社　めぐみ企画,比嘉　貞子,098-932-9113,（公社）全国宅地建物取引業保証協会,"1,600千円",不動産賃貸業,不動産管理業,その他,,本店,主,6/2/2014,"〒901-2301
沖縄県中頭郡北中城村字島袋７０１番地４",098-932-9113
152842,1101,沖縄県,(02)第004475号,株式会社　かりゆし,玉城　智司,本店,沖縄県国頭郡恩納村字名嘉真２５９１番地の１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004475,沖縄県知事免許　(02)第004475号,法人,R元年06月14日からR06年06月13日まで,H26年06月13日,株式会社かりゆし,玉城　智司,098-862-3174,（公社）全国宅地建物取引業保証協会,"100,000千円",サービス業,不動産賃貸業,,,本店,主,6/13/2014,"〒900-0016
沖縄県那覇市前島三丁目２５番１号",098-862-3174
152843,1101,沖縄県,(02)第004475号,株式会社　かりゆし,玉城　智司,本店,沖縄県国頭郡恩納村字名嘉真２５９１番地の１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004475,沖縄県知事免許　(02)第004475号,法人,R元年06月14日からR06年06月13日まで,H26年06月13日,株式会社かりゆし,玉城　智司,098-862-3174,（公社）全国宅地建物取引業保証協会,"100,000千円",サービス業,不動産賃貸業,,,本店,主,6/13/2014,"〒900-0016
沖縄県那覇市前島三丁目２５番１号",098-862-3174
152844,1102,沖縄県,(02)第004476号,本永商店　有限会社,神谷　理子,本店,沖縄県那覇市曙二丁目１４番１６号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004476,沖縄県知事免許　(02)第004476号,法人,R元年06月14日からR06年06月13日まで,H26年06月13日,本永商店　有限会社,神谷　理子,098-869-5163,（公社）全国宅地建物取引業保証協会,"3,300千円",兼業なし,,,,本店,主,6/13/2014,"〒900-0002
沖縄県那覇市曙二丁目１４番１６号",098-869-5163
152845,1103,沖縄県,(02)第004477号,株式会社テンハウス,平良　辰雄,本店,沖縄県那覇市長田一丁目２２番３号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004477,沖縄県知事免許　(02)第004477号,法人,R元年06月14日からR06年06月13日まで,H26年06月13日,株式会社テンハウス,平良　辰雄,098-851-8973,（公社）不動産保証協会,"3,000千円",兼業なし,,,,本店,主,6/13/2014,"〒902-0077
沖縄県那覇市長田一丁目２２番３号",098-851-8973
152846,1104,沖縄県,(02)第004478号,もとぶ不動産　株式会社,浦崎　ハスミ,本店,沖縄県国頭郡本部町字谷茶２８番地１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004478,沖縄県知事免許　(02)第004478号,法人,R元年06月20日からR06年06月19日まで,H26年06月19日,もとぶ不動産株式会社,浦崎　ハスミ,0980-47-5900,（公社）不動産保証協会,"5,000千円",不動産賃貸業,不動産管理業,,,本店,主,6/19/2014,"〒905-0213
沖縄県国頭郡本部町字谷茶２８番地１",0980-47-5900
152847,1105,沖縄県,(02)第004479号,株式会社　アイライフ,金城　秀人,本店,沖縄県糸満市字潮平６２１番地１　サンライフ潮平１０１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004479,沖縄県知事免許　(02)第004479号,法人,R元年06月26日からR06年06月25日まで,H26年06月25日,株式会社アイライフ,金城　秀人,098-851-8822,（公社）全国宅地建物取引業保証協会,"25,000千円",兼業なし,,,,本店,主,6/25/2014,"〒901-0302
沖縄県糸満市字潮平６２１番地１　サンライフ潮平１０１",098-851-8822
152848,1106,沖縄県,(02)第004480号,浜カフェリアルエステート　株式会社,大石　浩三,本店,沖縄県南城市玉城字百名１１４７　コーポ百名１０３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004480,沖縄県知事免許　(02)第004480号,法人,R元年06月26日からR06年06月25日まで,H26年06月25日,浜カフェリアルエステート　株式会社,大石　浩三,098-943-8011,（公社）不動産保証協会,"2,000千円",兼業なし,,,,本店,主,6/25/2014,"〒901-0603
沖縄県南城市玉城字百名１１４７　コーポ百名１０３",098-943-8011
152849,1107,沖縄県,(02)第004482号,株式会社一陽,兼次　孝雄,株式会社　一陽,沖縄県宜野湾市新城二丁目３８番９－１０３号　アーバン,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004482,沖縄県知事免許　(02)第004482号,法人,R元年07月01日からR06年06月30日まで,H26年06月30日,株式会社一陽,兼次　孝雄,098-896-1739,（公社）全国宅地建物取引業保証協会,"1,000千円",不動産賃貸業,不動産管理業,,,株式会社　一陽,主,6/30/2014,"〒901-2201
沖縄県宜野湾市新城二丁目３８番９－１０３号　アーバン",098-896-1739
152850,1108,沖縄県,(02)第004484号,株式会社Ｂｅ　Ｌｉｇｈｔ　Ｃｏｍｐａｎｙ,森山　一,本店,沖縄県宜野湾市大山二丁目８番６号,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004484,沖縄県知事免許　(02)第004484号,法人,R元年07月02日からR06年07月01日まで,H26年07月01日,株式会社Ｂｅ　Ｌｉｇｈｔ　Ｃｏｍｐａｎｙ,森山　一,098-995-9533,（公社）全国宅地建物取引業保証協会,"5,000千円",不動産管理業,建設業,,,本店,主,7/1/2014,"〒901-2223
沖縄県宜野湾市大山二丁目８番６号",098-995-9533
152851,1109,沖縄県,(02)第004485号,たちばなハウジング,我如古　多美子,本店,沖縄県沖縄市海邦二丁目１４－１１,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004485,沖縄県知事免許　(02)第004485号,個人,R元年07月02日からR06年07月01日まで,H26年07月01日,たちばなハウジング,我如古　多美子,098-937-6586,（公社）全国宅地建物取引業保証協会,0千円,不動産賃貸業,不動産管理業,,,本店,主,7/1/2014,"〒904-2162
沖縄県沖縄市海邦二丁目１４－１１",098-937-6586
152852,1110,沖縄県,(02)第004487号,カンセイホーム石垣株式会社,那覇　寛榮,本店,沖縄県石垣市字平得１２８番地３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004487,沖縄県知事免許　(02)第004487号,法人,R元年07月12日からR06年07月11日まで,H26年07月11日,カンセイホーム石垣株式会社,那覇　寛榮,0980-88-8491,（公社）全国宅地建物取引業保証協会,"6,000千円",不動産賃貸業,,,,本店,主,7/11/2014,"〒907-0003
沖縄県石垣市字平得１２８番地３",0980-88-8491
152853,1111,沖縄県,(02)第004488号,株式会社デザインスタジオ琉球樂団,久髙　実,本店,沖縄県浦添市屋富祖一丁目３番地１３,http://etsuran.mlit.go.jp/TAKKEN/tkGaiyo.do?sv_licenseNo=47004488,沖縄県知事免許　(02)第004488号,法人,R元年07月15日からR06年07月14日まで,H26年07月14日,株式会社デザインスタジオ琉球樂団,久髙　実,098-874-5600,（公社）全国宅地建物取引業保証協会,"10,000千円",その他,,,,本店,主,7/14/2014,"〒901-2127
沖縄県浦添市屋富祖一丁目３番地１３",098-874-5600
